"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100","cell101","cell102","cell103","cell104","cell105","cell106","cell107","cell108","cell109","cell110","cell111","cell112","cell113","cell114","cell115","cell116","cell117","cell118","cell119","cell120","cell121","cell122","cell123","cell124","cell125","cell126","cell127","cell128","cell129","cell130","cell131","cell132","cell133","cell134","cell135","cell136","cell137","cell138","cell139","cell140","cell141","cell142","cell143","cell144","cell145","cell146","cell147","cell148","cell149","cell150","cell151","cell152","cell153","cell154","cell155","cell156","cell157","cell158","cell159","cell160","cell161","cell162","cell163","cell164","cell165","cell166","cell167","cell168","cell169","cell170","cell171","cell172","cell173","cell174","cell175","cell176","cell177","cell178","cell179","cell180","cell181","cell182","cell183","cell184","cell185","cell186","cell187","cell188","cell189","cell190","cell191","cell192","cell193","cell194","cell195","cell196","cell197","cell198","cell199","cell200","cell201","cell202","cell203","cell204","cell205","cell206","cell207","cell208","cell209","cell210","cell211","cell212","cell213","cell214","cell215","cell216","cell217","cell218","cell219","cell220","cell221","cell222","cell223","cell224","cell225","cell226","cell227","cell228","cell229","cell230","cell231","cell232","cell233","cell234","cell235","cell236","cell237","cell238","cell239","cell240","cell241","cell242","cell243","cell244","cell245","cell246","cell247","cell248","cell249","cell250","cell251","cell252","cell253","cell254","cell255","cell256","cell257","cell258","cell259","cell260","cell261","cell262","cell263","cell264","cell265","cell266","cell267","cell268","cell269","cell270","cell271","cell272","cell273","cell274","cell275","cell276","cell277","cell278","cell279","cell280","cell281","cell282","cell283","cell284","cell285","cell286","cell287","cell288","cell289","cell290","cell291","cell292","cell293","cell294","cell295","cell296","cell297","cell298","cell299","cell300","cell301","cell302","cell303","cell304","cell305","cell306","cell307","cell308","cell309","cell310","cell311","cell312","cell313","cell314","cell315","cell316","cell317","cell318","cell319","cell320","cell321","cell322","cell323","cell324","cell325","cell326","cell327","cell328","cell329","cell330","cell331","cell332","cell333","cell334","cell335","cell336","cell337","cell338","cell339","cell340","cell341","cell342","cell343","cell344","cell345","cell346","cell347","cell348","cell349","cell350","cell351","cell352","cell353","cell354","cell355","cell356","cell357","cell358","cell359","cell360","cell361","cell362","cell363","cell364","cell365","cell366","cell367","cell368","cell369","cell370","cell371","cell372","cell373","cell374","cell375","cell376","cell377","cell378","cell379","cell380","cell381","cell382","cell383","cell384","cell385","cell386","cell387","cell388","cell389","cell390","cell391","cell392","cell393","cell394","cell395","cell396","cell397","cell398","cell399","cell400","cell401","cell402","cell403","cell404","cell405","cell406","cell407","cell408","cell409","cell410","cell411","cell412","cell413","cell414","cell415","cell416","cell417","cell418","cell419","cell420","cell421","cell422","cell423","cell424","cell425","cell426","cell427","cell428","cell429","cell430","cell431","cell432","cell433","cell434","cell435","cell436","cell437","cell438","cell439","cell440","cell441","cell442","cell443","cell444","cell445","cell446","cell447","cell448","cell449","cell450","cell451","cell452","cell453","cell454","cell455","cell456","cell457","cell458","cell459","cell460","cell461","cell462","cell463","cell464","cell465","cell466","cell467","cell468","cell469","cell470","cell471","cell472","cell473","cell474","cell475","cell476","cell477","cell478","cell479","cell480","cell481","cell482","cell483","cell484","cell485","cell486","cell487","cell488","cell489","cell490","cell491","cell492","cell493","cell494","cell495","cell496","cell497","cell498","cell499","cell500"
"C12_TF1",0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,2,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,7,5,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,8,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,1,0,0,0,0,4,7,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,3,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,3,0,0,0,0,0,0,0,0,6
"C12_TF2",0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,7,0,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,19,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,0,0,0,6,6,0,8,0,0,0,0,0,6,0,0,0,0,6,2,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,15,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,8,0,0,7,0,0,0,0,0,0,7,0,0,7,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,3,0,0,0,0,6,5,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,3,0,0,0,0,0,0,0,0,6
"C13_TF1",0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,20,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,30,12,0,0,0,0,0,0,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,0,0,0,0,13,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,18,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,11,13,0,5,0,0,0,0,0,25,0,0,0,0,7,11,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,10,0,0,4,0,0,0,0,0,0,6,0,0,9,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,11,0,0,0,13,0,0,0,0,32,12,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,5,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,29,0,0,5,0,0,0,0,0,0,0,0,25
"C14_TF1",0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,6,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,9,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,13,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,14,7,0,9,0,0,0,0,0,18,0,0,0,0,7,6,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,6,0,0,7,0,0,0,0,0,0,11,0,0,6,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,0,0,0,12,0,0,0,0,8,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,1,0,0,0,0,0,0,0,0,10
"C14_TF2",0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,4,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,6,14,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,5,5,0,8,0,0,0,0,0,7,0,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,16,0,0,5,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,0,6,0,0,0,0,14,10,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,3,0,0,0,0,0,0,0,0,10
"D1_TF1",9,17,11,0,18,12,0,8,7,0,0,14,0,0,0,0,11,13,8,8,1,0,9,0,0,15,12,0,6,3,13,0,20,3,14,0,0,5,0,6,0,0,0,0,0,18,0,20,0,0,0,0,1,0,16,0,17,21,0,0,0,0,0,6,19,30,0,0,0,12,18,5,0,0,0,4,0,14,0,0,11,0,15,4,12,0,0,15,0,0,4,0,5,0,11,0,0,12,12,0,7,7,0,0,16,4,1,0,9,11,0,19,13,13,0,1,9,0,8,12,0,0,30,0,13,5,0,18,9,0,11,7,9,0,0,0,12,0,0,5,0,0,0,8,12,0,9,6,18,0,0,13,6,19,0,12,7,26,7,0,0,0,0,0,0,11,0,18,0,0,17,10,12,13,0,29,7,22,8,0,0,0,0,12,12,17,9,12,13,0,0,0,0,0,0,0,10,0,0,0,0,15,15,13,0,0,0,11,19,15,0,6,0,0,10,0,0,12,11,12,4,14,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,14,0,8,6,0,0,0,12,10,0,16,0,0,0,9,11,0,0,7,14,0,0,10,16,0,0,0,0,19,0,0,0,9,8,19,0,0,0,0,0,0,28,16,0,0,0,14,0,11,0,0,0,1,0,0,14,0,0,0,0,11,0,9,0,33,0,9,7,0,0,3,0,12,6,12,0,0,0,0,0,0,14,11,8,17,7,16,0,0,0,0,0,21,1,0,13,7,0,16,0,0,0,0,14,0,14,0,0,9,3,0,4,0,0,7,0,0,0,0,0,6,0,12,0,0,11,0,0,7,0,0,0,13,6,7,11,31,0,0,0,0,0,0,7,9,0,0,0,13,0,15,12,5,12,7,6,8,14,0,16,7,22,16,0,1,7,4,10,11,0,0,2,0,10,3,0,0,3,0,0,6,0,9,0,0,0,0,0,4,12,0,9,0,0,0,14,9,0,0,8,13,0,9,0,0,0,0,9,15,0,10,7,12,0,4,17,12,0,0,0,12,0,0,10,9,12,0,0,0,0,0,0,12,1,14,15,0,16,14,13,0,6,0,10,0,0,0,0,0,12,0,5,21,15,6,8,18,15,0,0
"D2_TF1",13,6,1,0,0,16,0,12,0,0,0,3,0,0,0,0,9,3,11,7,3,0,1,0,0,15,15,0,4,6,20,0,0,2,3,0,0,0,0,6,0,0,0,0,0,9,0,12,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,1,2,12,0,0,0,17,16,2,0,0,0,4,0,2,0,0,0,0,12,7,5,0,0,17,0,0,4,0,0,0,1,0,0,12,0,0,14,2,0,0,9,2,0,0,0,0,0,0,1,13,0,0,21,0,0,7,0,0,0,0,0,7,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,9,0,13,0,12,0,2,2,0,0,0,0,0,0,12,0,6,0,0,0,14,5,15,0,0,1,0,7,0,0,0,0,13,15,12,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,2,0,0,0,0,11,0,0,4,7,0,3,10,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,11,0,1,4,0,0,0,6,8,0,8,0,0,0,1,5,0,0,3,4,0,0,1,6,0,0,0,0,3,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,2,0,8,18,0,0,0,0,26,1,0,0,0,0,0,0,0,5,16,2,12,2,0,0,0,0,0,0,0,0,0,15,3,0,1,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,17,0,0,0,20,0,0,2,5,0,0,0,0,0,0,4,17,0,0,0,6,0,0,4,1,11,18,11,5,17,0,13,9,3,7,0,0,3,0,10,7,0,0,0,0,8,1,0,0,0,0,0,1,0,6,0,0,0,0,0,16,0,0,5,0,0,0,0,1,0,0,0,15,0,9,0,0,0,0,2,0,0,0,1,10,0,8,0,20,0,0,0,15,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,18,3,1,0,3,0,5,0,0,0,0,0,10,0,0,0,22,14,3,0,0,0,0
"D3_TF1",0,18,2,0,6,0,0,3,1,0,0,11,0,0,0,0,0,7,1,0,0,0,8,0,0,0,0,0,1,0,0,0,16,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,4,16,9,0,0,0,0,1,14,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,24,0,0,0,2,0,0,12,12,0,25,7,0,0,0,2,0,8,0,0,0,18,0,11,4,0,10,0,0,8,1,12,0,0,0,14,0,0,0,0,0,0,2,3,0,7,6,12,0,0,0,9,2,0,0,3,22,1,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,0,21,2,16,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,11,0,0,0,0,10,16,1,0,0,0,14,24,7,0,0,0,0,0,0,0,1,2,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5,12,0,0,5,1,0,0,1,12,0,0,0,0,7,0,0,0,0,2,13,0,0,0,0,0,0,19,9,0,0,0,14,0,8,0,0,0,0,0,0,23,0,0,0,0,0,0,8,0,13,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,1,3,20,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,13,7,30,0,0,0,0,0,0,1,0,0,0,0,0,0,24,6,4,0,0,0,0,0,0,0,0,18,0,0,0,14,5,0,1,0,0,0,0,1,6,0,0,10,0,0,6,0,0,0,0,0,0,0,0,7,0,2,0,0,0,18,4,0,0,9,0,0,0,0,0,0,0,3,11,0,10,4,5,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,19,14,0,0,1,19,0,2,0,0,0,0,0,0,0,0,0,6,16,0,0,6,8,12,0,0
"D4_TF1",0,20,1,13,16,0,13,0,11,10,14,20,6,16,12,8,0,19,1,0,0,9,22,12,13,3,0,8,2,0,0,3,23,0,5,13,8,16,21,0,11,14,12,17,8,0,9,0,9,17,11,9,19,10,0,13,11,16,11,7,16,11,20,13,22,16,13,14,13,0,0,12,5,14,19,10,12,13,10,6,13,13,0,0,2,14,11,0,16,6,5,16,21,10,7,18,18,0,1,14,0,20,12,9,0,4,10,11,20,18,15,19,16,0,13,15,0,8,20,0,13,23,24,4,19,2,4,21,0,10,13,0,12,15,13,6,17,17,10,10,6,13,11,7,13,19,15,23,30,6,17,0,17,0,10,0,17,32,3,8,6,7,12,20,13,0,13,1,7,19,11,0,0,0,11,26,9,19,0,20,11,13,11,0,0,0,0,20,23,8,19,15,9,16,12,9,17,11,8,4,16,20,31,0,9,15,9,18,23,5,3,10,7,9,0,24,14,7,0,9,4,0,9,17,17,10,14,7,12,13,12,16,9,10,13,13,5,12,5,25,0,15,12,19,14,6,7,6,0,12,2,10,11,10,4,24,14,7,13,3,13,9,17,24,10,14,8,13,21,9,11,14,0,0,17,15,11,8,3,18,10,17,24,20,17,16,17,6,10,6,7,23,17,11,10,39,13,9,19,17,0,7,18,3,28,11,0,0,15,10,13,11,0,9,18,12,12,2,6,9,15,15,0,16,0,7,14,9,4,18,14,14,11,11,14,0,5,7,24,12,13,9,18,18,10,0,16,10,5,13,12,0,8,16,9,16,13,10,6,19,0,11,17,12,6,13,5,7,0,14,8,7,0,14,19,18,31,22,9,4,12,11,19,7,0,13,7,17,0,21,40,21,15,0,0,0,0,0,14,0,0,26,0,13,14,10,10,0,0,12,14,14,13,0,9,14,22,19,7,17,5,24,0,12,12,16,19,4,0,13,10,4,13,8,10,18,6,10,13,12,0,14,0,9,5,10,12,18,15,8,12,13,1,12,0,9,0,10,10,18,1,10,13,0,0,17,4,7,7,16,8,6,15,9,38,16,9,0,3,19,10,6,3,0,16,11,12,10,10,0,7,23,22,0,0,11,21,12,13,15
"D4_TF2",0,20,1,4,16,2,11,1,12,11,5,12,5,11,7,7,0,11,0,0,2,6,25,4,17,0,0,5,2,0,0,8,16,0,6,5,5,7,10,0,5,9,6,11,2,0,4,0,14,16,9,6,4,9,0,8,3,23,4,8,17,4,6,8,12,19,8,13,8,5,0,7,5,7,7,7,9,12,11,13,4,8,3,3,0,9,6,0,10,7,7,14,17,6,3,5,7,0,2,4,0,24,12,5,0,11,8,6,14,22,7,20,9,0,8,5,0,11,14,0,20,4,22,13,9,0,12,24,0,6,19,1,18,14,10,3,16,5,7,13,12,7,13,7,9,12,5,15,15,7,16,0,5,0,8,0,13,24,4,4,10,4,5,12,8,0,6,0,12,13,7,0,0,0,9,25,9,12,0,5,5,13,5,0,0,0,0,22,12,5,6,8,11,3,6,6,15,8,2,12,3,24,19,0,8,11,10,16,15,3,6,9,15,7,0,10,7,3,0,18,1,0,7,17,10,14,11,9,3,15,11,15,11,19,7,2,9,6,14,12,0,13,28,3,6,12,11,6,0,12,0,14,6,13,4,9,9,8,9,3,11,7,9,26,9,5,11,6,15,4,7,4,0,0,12,8,10,10,16,6,8,27,15,9,13,9,21,16,13,4,9,5,9,12,6,30,8,6,14,10,0,6,5,14,18,9,0,0,8,6,10,9,0,14,11,2,7,10,11,7,7,9,0,3,0,3,14,5,2,6,7,10,14,10,8,0,5,8,16,9,10,3,7,18,7,0,15,7,5,10,8,0,7,13,12,5,6,9,5,11,1,5,19,7,4,9,14,17,0,6,12,6,0,18,18,8,32,9,12,8,16,9,11,6,0,7,10,9,0,8,27,6,7,0,0,0,0,1,10,0,0,24,0,6,11,13,1,0,0,5,4,9,13,1,9,6,13,10,14,9,5,13,0,7,10,10,4,9,0,10,11,7,11,10,3,21,13,10,8,9,0,10,0,7,12,11,10,10,6,9,15,11,3,8,0,16,5,10,17,10,0,11,16,0,0,16,6,10,9,16,8,9,1,10,16,18,16,0,3,24,8,4,13,1,4,12,9,6,3,0,12,17,15,0,0,12,19,20,6,12
"D5_TF1",14,0,1,10,0,16,8,16,9,5,13,0,9,10,8,8,10,0,11,10,11,4,0,7,6,18,9,6,4,8,13,10,0,5,3,3,3,6,10,7,4,12,12,14,2,7,5,10,13,12,3,5,7,4,13,12,9,0,1,3,10,5,3,0,0,0,3,4,7,15,10,0,5,7,6,8,6,0,7,3,0,7,14,7,4,6,8,16,3,2,5,3,5,8,2,9,10,11,0,6,13,0,9,6,10,7,7,7,1,0,7,0,0,5,5,4,15,2,0,11,7,8,1,11,0,12,14,0,10,3,0,1,0,3,6,3,0,9,11,9,6,6,4,4,7,7,0,0,0,8,9,10,0,10,8,9,0,0,1,5,6,8,2,8,3,15,9,2,4,11,0,11,4,8,5,0,6,0,9,10,7,14,5,6,12,12,8,0,0,2,3,7,3,6,10,7,0,8,8,4,5,0,0,11,4,9,5,0,0,2,5,3,5,4,12,13,10,2,7,0,1,11,7,4,6,5,8,5,6,7,9,3,5,10,10,5,7,7,4,0,10,4,5,8,6,7,8,6,2,12,3,6,10,6,0,0,6,3,8,3,5,4,8,0,8,8,4,1,0,10,2,6,11,10,0,3,2,1,7,9,6,0,0,1,11,15,0,17,0,7,11,5,4,8,12,0,10,7,4,4,9,6,0,7,0,4,6,21,8,12,11,10,7,5,0,10,10,4,12,7,4,6,14,14,14,3,0,6,3,3,6,9,0,3,7,16,5,5,0,11,8,5,7,0,3,6,9,9,0,4,4,3,4,4,5,6,2,5,8,3,1,4,0,3,4,11,4,8,5,8,7,3,5,0,0,0,7,15,10,3,9,12,16,6,8,2,6,7,9,6,0,0,0,5,12,14,10,7,7,11,19,0,11,3,4,0,0,7,11,7,8,8,5,3,0,11,2,0,2,15,1,5,13,5,13,8,5,3,9,0,5,11,3,9,9,0,0,6,13,0,21,7,8,4,3,5,3,6,0,5,0,8,14,6,6,0,7,5,8,3,14,8,4,10,17,0,1,10,12,3,7,3,0,12,0,0,3,8,1,0,5,0,4,7,5,6,5,7,4,11,8,0,0,9,20,6,0,0,5,9
